CITY,SCHOOL_RAW,SCHOOL,CSR
Whittier,Carmela Elementary CSR rank: 1,Carmela Elementary ,1
Whittier,Howard J. McKibben Elementary CSR rank: 6,Howard J. McKibben Elementary ,6
Whittier,Lake Marie Elementary CSR rank: 3,Lake Marie Elementary ,3
Whittier,Loma Vista Elementary CSR rank: 1,Loma Vista Elementary ,1
Whittier,Los Altos Elementary CSR rank: 5,Los Altos Elementary ,5
Whittier,Monte Vista Middle CSR rank: 3,Monte Vista Middle ,3
Whittier,Richard L. Graves Middle CSR rank: 3,Richard L. Graves Middle ,3
Whittier,Christian Sorensen Elementary CSR rank: 4,Christian Sorensen Elementary ,4
Whittier,Daniel Phelan Elementary CSR rank: 7,Daniel Phelan Elementary ,7
Whittier,Katherine Edwards Middle CSR rank: 4,Katherine Edwards Middle ,4
Whittier,Longfellow Elementary CSR rank: 2,Longfellow Elementary ,2
Whittier,Lou Henry Hoover Elementary CSR rank: 4,Lou Henry Hoover Elementary ,4
Whittier,Lydia Jackson Elementary CSR rank: 3,Lydia Jackson Elementary ,3
Whittier,Mill Elementary CSR rank: 8,Mill Elementary ,8
Whittier,Orange Grove Elementary CSR rank: 4,Orange Grove Elementary ,4
Whittier,Wallen L. Andrews Elementary CSR rank: 7,Wallen L. Andrews Elementary ,7
Whittier,Walter F. Dexter Middle CSR rank: 4,Walter F. Dexter Middle ,4
Whittier,West Whittier Elementary CSR rank: 3,West Whittier Elementary ,3
Whittier,California High CSR rank: 7,California High ,7
Whittier,Continuation Frontier High CSR rank: 2,Continuation Frontier High ,2
Whittier,La Serna High CSR rank: 9,La Serna High ,9
Whittier,Pioneer High CSR rank: 7,Pioneer High ,7
Whittier,Alternative Sierra Vista High CSR rank: 4,Alternative Sierra Vista High ,4
Whittier,Whittier High CSR rank: 6,Whittier High ,6
