,zpid,address,city_state_zip,latitude,longitude,message_code,zestimate,rentzestimate,valuation_high,valuation_low,valuechange,home value index,tax assessment,tax assess year,year built,lot size,finished sq ft,bedrooms,bathrooms,Housing Growth,City
133,20330230,3211 W 81st St, Inglewood CA 90305,33.96565304,-118.32810790000002,0,656178,2895.0,688987,623369,5486.0,"415,200",600514,2017,1961,8479,1769,3,2.0,0.10032643581467224,Inglewood
134,20340842,8915 S 6th Ave, Inglewood CA 90305,33.95690297,-118.3232682,0,595474,2900.0,625248,565700,8415.0,"415,200",162420,2017,1931,6750,1513,3,1.0,0.16957919237447816,Inglewood
135,20330176,3206 W 82nd St, Inglewood CA 90305,33.96427473,-118.32795130000001,0,572913,2750.0,601559,544267,4218.0,"415,200",202468,2017,1940,5956,1180,2,1.0,0.08834849270308057,Inglewood
136,20334524,5 Pine Ct, Inglewood CA 90302,33.96922538,-118.3630466,0,667626,2800.0,701007,634245,15048.0,"415,200",581000,2017,1979,4991,1520,4,2.0,0.27047478678182096,Inglewood
137,20324359,209 E Fairview Blvd, Inglewood CA 90302,33.98002797,-118.3562622,0,740066,2950.0,784470,703063,15342.0,"415,200",74308,2017,1926,6510,1948,2,2.0,0.2487670018619961,Inglewood
138,20324332,211 E 64th Pl, Inglewood CA 90302,33.98099198,-118.35648130000001,0,764690,2995.0,802924,726456,13260.0,"415,200",751000,2017,1926,7229,1628,4,2.0,0.2080843217512979,Inglewood
139,20343310,3517 W 108th St, Inglewood CA 90303,33.93799844,-118.33333429999999,0,1059078,2350.0,1133213,953170,-66818.0,"415,200",350821,2017,1961,8315,5092,8,7.0,-0.7570887130126392,Inglewood
140,20340161,3609 Kensley Dr, Inglewood CA 90305,33.95690922,-118.33382420000001,0,529317,2700.0,555783,502851,6367.0,"415,200",296672,2017,1986,113954,1437,3,3.0,0.14434450433294227,Inglewood
141,20337667,715 Walnut St, Inglewood CA 90301,33.95469137,-118.3566592,0,924962,2500.0,998959,804717,-207005.0,"415,200",618650,2017,1952,9315,3292,6,5.0,-2.685580596824518,Inglewood
142,20344562,3729 W 110th St, Inglewood CA 90303,33.93602103,-118.3384563,0,794658,2400.0,866177,754925,30065.0,"415,200",266281,2017,1959,9031,2508,6,3.0,0.4540066292669299,Inglewood
143,20343166,10509 S 6th Ave, Inglewood CA 90303,33.94060475,-118.3231575,0,663503,3000.0,696678,630328,4855.0,"415,200",313852,2017,1954,6881,1852,4,3.0,0.08780668663140935,Inglewood
144,20343265,10703 8th Ave, Inglewood CA 90303,33.93894896,-118.32531829999999,0,626799,3000.0,658139,595459,13342.0,"415,200",85171,2017,1954,6674,1805,3,2.0,0.2554311669291112,Inglewood
145,20336155,235 W Queen St, Inglewood CA 90301,33.96312722,-118.35902479999999,0,3073186,3000.0,5255148,2458549,117167.0,"415,200",578903,2017,1965,8995,10072,17,17.0,0.45750696508444333,Inglewood
146,20329911,3408 W 85th St, Inglewood CA 90305,33.96144427,-118.33227690000001,0,632553,2950.0,664181,600925,-1322.0,"415,200",228728,2017,1941,7011,1583,3,2.0,-0.025079321416545335,Inglewood
147,20398344,5350 W 119th St, Inglewood CA 90304,33.92523507,-118.37389509999998,0,796418,3200.0,836239,756597,7672.0,"415,200",284713,2017,1940,7026,1317,4,2.0,0.11559758820117075,Inglewood
148,20353591,3518 W 118th St, Inglewood CA 90303,33.92669434,-118.3338229,0,1063165,3000.0,1126955,978112,-2125.0,"415,200",265931,2017,1966,7380,3732,6,5.0,-0.02398498821913814,Inglewood
149,20338802,911 Larch St, Inglewood CA 90301,33.95226065,-118.35129620000001,0,670581,2400.0,710816,637052,14671.0,"415,200",188714,2017,1952,5194,1972,4,2.0,0.2625365168413659,Inglewood
150,20336153,112 N Eucalyptus Ave, Inglewood CA 90301,33.96334423,-118.35912330000001,0,765626,2500.0,803907,727345,13404.0,"415,200",185715,2017,1948,8008,2458,3,2.0,0.21008690927424095,Inglewood
151,20336267,632 E Regent St, Inglewood CA 90301,33.96401473,-118.34524309999999,0,528362,2850.0,554780,501944,29804.0,"415,200",222438,2017,1979,2696,1290,2,1.5,0.676899549929783,Inglewood
152,20329066,3005 W 82nd St, Inglewood CA 90305,33.96513041,-118.32558459999998,0,575224,2600.0,603985,546463,4487.0,"415,200",270915,2017,1938,5250,1320,2,2.0,0.09360527377160897,Inglewood
153,20341500,9718 S 8th Ave, Inglewood CA 90305,33.94744423,-118.32503700000001,0,572805,2700.0,601445,544165,9237.0,"415,200",243128,2017,1942,6752,1304,3,1.0,0.1935108806661953,Inglewood
154,20333279,133 E Hazel St, Inglewood CA 90302,33.96916658,-118.35538500000001,0,672570,2900.0,712924,638942,23335.0,"415,200",527000,2017,1953,4959,1410,3,3.0,0.41634328025335654,Inglewood
155,20341272,9316 S 3rd Ave, Inglewood CA 90305,33.95188573,-118.31991609999999,0,596646,2795.0,626478,566814,6026.0,"415,200",64587,2017,1939,8514,1410,3,2.0,0.121197493991412,Inglewood
156,20347327,10705 Buford Ave, Inglewood CA 90304,33.93917481,-118.3642699,0,482218,2495.0,506329,458107,-5236.0,"415,200",33744,2017,1941,6498,806,2,1.0,-0.1302979150508691,Inglewood
157,20339908,8808 S 11th Ave, Inglewood CA 90305,33.95766982,-118.3283658,0,572065,2950.0,600668,543462,290.0,"415,200",153717,2017,1937,6651,1396,2,1.0,0.006083224808369678,Inglewood
158,20334153,837 Glenway Dr, Inglewood CA 90302,33.97130529,-118.3672483,0,1089224,2795.0,1187254,991194,72436.0,"415,200",581689,2017,1957,6020,3056,5,4.0,0.7980286883138822,Inglewood
159,20341064,9101 S 4th Ave, Inglewood CA 90305,33.955160799999994,-118.32127609999999,0,557500,2600.0,585375,529625,-2665.0,"415,200",55922,2017,1949,8505,1321,2,1.0,-0.05736322869955157,Inglewood
160,20336450,615 Manchester Dr, Inglewood CA 90301,33.96076615,-118.3469545,0,638143,2750.0,670050,606236,23178.0,"415,200",76789,2017,1926,7292,1660,4,2.0,0.43585215226054347,Inglewood
161,20378011,5310 W 64th St, Inglewood CA 90302,33.9822547,-118.373674,0,952779,3900.0,1000418,905140,8941.0,"415,200",365974,2017,1985,4963,2437,4,3.0,0.11260953484491157,Inglewood
162,20341270,9306 S 3rd Ave, Inglewood CA 90305,33.95238704,-118.3197354,0,518033,2650.0,543935,492131,3832.0,"415,200",51074,2017,1940,8509,969,2,1.0,0.08876654576059827,Inglewood
163,20345660,10609 S Freeman Ave, Inglewood CA 90304,33.93962554,-118.3487039,0,452676,2500.0,475310,430042,-1669.0,"415,200",196081,2017,1924,4242,1040,3,1.0,-0.04424356493385998,Inglewood
164,20335875,320 W Regent St, Inglewood CA 90301,33.96410456,-118.3609031,0,817482,2300.0,858356,776608,26667.0,"415,200",119390,2017,1942,9885,2076,4,3.0,0.3914508209355068,Inglewood
165,20331438,923 E Hyde Park Blvd, Inglewood CA 90302,33.97857766,-118.3424182,0,592343,2500.0,621960,562726,8799.0,"415,200",350186,2017,1923,5411,1673,4,2.0,0.17825482870566547,Inglewood
166,20343815,11148 Lemoli Ave S, Inglewood CA 90303,33.93358493,-118.3302709,0,554238,2800.0,581950,526526,-6209.0,"415,200",305482,2017,1979,5261,1607,3,2.0,-0.1344332218288894,Inglewood
167,20341522,9829 S 7th Ave, Inglewood CA 90305,33.94566823,-118.32448980000001,0,543048,2700.0,570200,515896,3342.0,"415,200",52847,2017,1942,8746,1150,3,1.0,0.07384982542979626,Inglewood
168,20684553,3008 Glenridge Ave, Alhambra CA 91801,34.09111779999999,-118.1566352,0,756890,2950.0,794734,719046,24247.0,"572,600",753336,2017,1927,6181,1814,4,1.5,0.3844204573980367,Alhambra
169,20715159,2240 Hitchcock Dr, Alhambra CA 91803,34.06710792,-118.1417284,0,683817,2500.0,718008,649626,11665.0,"572,600",86029,2017,1947,6502,1225,3,1.0,0.20470389007585363,Alhambra
170,20717413,1801 S 4th St, Alhambra CA 91803,34.0739436,-118.1268662,0,728087,2900.0,764491,691683,8162.0,"572,600",663000,2017,1910,7612,1658,3,1.0,0.13452238537427533,Alhambra
171,20711947,777 E Valley Blvd, Alhambra CA 91801,34.07947355,-118.11558259999998,0,428771,2400.0,450210,407332,8090.0,"572,600",158768,2017,1963,474206,1103,2,2.0,0.22641456628363393,Alhambra
172,20683490,415 Winthrop Dr, Alhambra CA 91803,34.08707631,-118.15848429999998,0,734073,2700.0,770777,697369,14124.0,"572,600",310442,2017,1932,6997,1513,3,2.0,0.23088711885602659,Alhambra
173,119679558,428 W Main St, Alhambra CA 91801,34.09257613,-118.1318169,0,577022,2500.0,605873,548171,6120.0,"572,600",424155,2017,2012,28567,1070,2,2.0,0.12727417672116487,Alhambra
174,20716036,1600 Date Ave, Alhambra CA 91803,34.07473895,-118.14752790000001,0,806696,2700.0,847031,766361,20495.0,"572,600",519907,2017,1928,6619,2146,3,2.0,0.3048732112220713,Alhambra
175,20698034,1124 N Story Pl, Alhambra CA 91801,34.10794538,-118.13038529999999,0,934567,3100.0,981295,887839,-11438.0,"572,600",86139,2017,1941,9369,1413,2,2.0,-0.14686587478479338,Alhambra
176,20683599,2814 Poplar Blvd, Alhambra CA 91803,34.09081347,-118.15472749999999,0,623934,2500.0,655131,592737,11200.0,"572,600",441013,2017,1937,4677,1208,2,1.0,0.21540739885949475,Alhambra
177,20713210,3005 Glenaven Ave, Alhambra CA 91803,34.07220932,-118.1571132,0,704297,2750.0,739512,669082,5071.0,"572,600",324449,2017,1935,7976,1440,2,1.0,0.08640104955721804,Alhambra
178,20683447,2201 W Commonwealth Ave, Alhambra CA 91803,34.08817096,-118.1468638,0,769879,2950.0,808373,731385,18217.0,"572,600",539932,2017,1930,6704,2028,3,2.0,0.28394591877424896,Alhambra
179,20705745,513 N El Molino St, Alhambra CA 91801,34.10507022,-118.11902590000001,0,863162,3100.0,906320,820004,11906.0,"572,600",647230,2017,1938,7884,1466,3,1.5,0.16552165178726588,Alhambra
180,20698073,1121 N Monterey St, Alhambra CA 91801,34.10623358,-118.13255149999999,0,2488475,5194.0,2637784,2164973,93181.0,"572,600",554378,2017,1937,6083,3757,3,4.0,0.44934025859210963,Alhambra
181,20717621,1423 S Almansor St, Alhambra CA 91801,34.07791917,-118.1169595,0,780995,2225.0,820045,741945,19513.0,"572,600",362761,2017,1951,8405,1892,4,3.0,0.2998175404452013,Alhambra
182,20709037,105 E Beacon St, Alhambra CA 91801,34.09200924,-118.1230274,0,575805,2500.0,604595,547015,37082.0,"572,600",457980,2017,1989,13241,1350,3,3.0,0.7728032927814104,Alhambra
183,20708916,412 S 2nd St, Alhambra CA 91801,34.08980755,-118.12557939999999,0,1064542,3500.0,1117769,1011315,6850.0,"572,600",532468,2017,1996,7499,2861,4,4.0,0.07721630522797597,Alhambra
184,20709314,529 E Mission Rd, Alhambra CA 91801,34.09224936,-118.112439,0,557161,2460.0,585019,529303,-2197.0,"572,600",194909,2017,1980,871,1610,3,3.0,-0.047318459116844146,Alhambra
185,20716464,1600 S Campbell Ave, Alhambra CA 91803,34.07477779,-118.14273390000001,0,796711,2800.0,836547,756875,19885.0,"572,600",178129,2017,1965,7907,2040,3,2.0,0.2995063454627839,Alhambra
186,20697444,612 N Atlantic Blvd, Alhambra CA 91801,34.09929532,-118.1343139,0,680295,2500.0,714310,625871,11585.0,"572,600",36070,2017,1922,3924,1032,3,1.0,0.20435252353758296,Alhambra
187,20684184,2920 Concord Ave, Alhambra CA 91803,34.0841679,-118.155266,0,703671,2395.0,738855,668487,10146.0,"572,600",230286,2017,1955,8443,1496,4,2.0,0.17302404106464528,Alhambra
188,20684535,210 Hampden Terrace, Alhambra CA 91801,34.08986668,-118.15842020000001,0,674415,2600.0,708136,640694,28826.0,"572,600",205360,2017,1952,5668,1193,3,2.0,0.5129067413981006,Alhambra
189,20713407,1711 La Golondrina Ave, Alhambra CA 91803,34.07332665,-118.1530929,0,707809,2800.0,743199,672419,5471.0,"572,600",280750,2017,1935,7309,1497,2,1.0,0.09275383613375925,Alhambra
190,20717568,1432 S Chapel Ave, Alhambra CA 91801,34.07743444,-118.1197143,0,963024,2500.0,1030436,914873,24481.0,"572,600",450229,2017,1948,9748,2649,4,4.0,0.30505158749937694,Alhambra
191,20697648,700 N Marguerita Ave, Alhambra CA 91801,34.10004631,-118.1376768,0,820846,3200.0,861888,771595,34358.0,"572,600",616000,2017,1912,6500,1672,3,1.0,0.5022817921997549,Alhambra
192,20710778,219 E San Marino Ave, Alhambra CA 91801,34.08307806,-118.1200402,0,800789,2900.0,840828,760750,19867.0,"572,600",646825,2017,1935,7694,1781,3,2.0,0.2977113821493552,Alhambra
193,20712483,1224 Benito Ave, Alhambra CA 91803,34.07831501,-118.13960039999999,0,655976,2395.0,688775,623177,18240.0,"572,600",162595,2017,1927,5603,1443,3,2.0,0.3336707440516116,Alhambra
194,20717884,1705 S Vega St, Alhambra CA 91801,34.07499919,-118.11143770000001,0,770995,2495.0,809545,732445,21147.0,"572,600",380065,2017,1947,6259,1937,4,3.0,0.32913832126018977,Alhambra
195,20706104,337 N Story Pl, Alhambra CA 91801,34.10127519,-118.1248392,0,1255996,3694.0,1356476,1193196,74928.0,"572,600",538802,2017,1925,15690,2573,3,2.0,0.71587489132131,Alhambra
196,20709752,1002 E Beacon St, Alhambra CA 91801,34.0951972,-118.11462420000001,0,712427,2150.0,748048,676806,7352.0,"572,600",237380,2017,1925,6954,1412,2,2.0,0.12383584563751796,Alhambra
197,20716342,1723 S Raymond Ave, Alhambra CA 91803,34.07305187,-118.14565139999999,0,677864,2500.0,711757,643971,10295.0,"572,600",139975,2017,1936,6600,1228,2,1.0,0.18224894669137173,Alhambra
198,20660995,2012 S Monterey St, Alhambra CA 91801,34.07093874,-118.1204439,0,780057,2800.0,819060,741054,25071.0,"572,600",252311,2017,1936,6521,1807,3,2.0,0.38567950803595125,Alhambra
199,20716476,1517 S Marengo Ave, Alhambra CA 91803,34.07550528,-118.14223670000001,0,786921,2500.0,826267,747575,14124.0,"572,600",263635,2017,1925,11146,1811,3,3.0,0.21538121361610632,Alhambra
200,20721601,1-3 Halsted Cir, Alhambra CA 91801,34.10382744,-118.11595190000001,0,956514,3000.0,1004340,908688,9674.0,"572,600",100115,2017,1951,7713,1901,3,2.0,0.12136570923164743,Alhambra
201,20711304,1138 Geranio Dr, Alhambra CA 91801,34.08140355,-118.10926780000001,0,612615,2500.0,643246,575858,13122.0,"572,600",323581,2017,1948,5812,1212,3,1.0,0.2570358218456943,Alhambra
202,20706242,423 N Garfield Ave, Alhambra CA 91801,34.09967859,-118.13062830000001,0,1157767,2395.0,1250388,1099879,32664.0,"572,600",401178,2017,1948,7726,2701,2,3.0,0.3385551669722837,Alhambra
203,20718221,1805 S Sierra Vista Ave, Alhambra CA 91801,34.07381367,-118.1185178,0,674468,2600.0,708191,640745,12660.0,"572,600",580000,2017,1928,7505,1198,3,2.0,0.225244192459835,Alhambra
204,20697762,617 N Dos Robles Pl, Alhambra CA 91801,34.09892823,-118.1390399,0,697495,2600.0,732370,662620,-250.0,"572,600",358044,2017,1925,5793,1076,3,2.0,-0.0043011061011190045,Alhambra
205,20710309,14 S Chapel Ave, Alhambra CA 91801,34.09661576,-118.121821,0,462159,2399.0,485267,439051,5539.0,"572,600",372000,2017,1972,27002,1074,3,2.0,0.1438206331587181,Alhambra
206,20706501,113 N Almansor St, Alhambra CA 91801,34.0991987,-118.1228457,0,579410,2600.0,608380,550440,9655.0,"572,600",487877,2017,1968,84195,1672,3,3.0,0.19996203034120916,Alhambra
207,20717406,1837 S 4th St, Alhambra CA 91803,34.07261735,-118.12701740000001,0,1161646,2840.0,1242961,1068714,8827.0,"572,600",845122,2017,1988,7644,3728,4,6.0,0.09118440557622547,Alhambra
208,20711311,1125 S New Ave, Alhambra CA 91801,34.08612463,-118.10898629999998,0,628956,2500.0,660404,597508,7146.0,"572,600",208606,2017,1948,6494,1177,3,1.0,0.13634022093755366,Alhambra
209,20717487,1828 S 2nd St, Alhambra CA 91801,34.07293021,-118.1239442,0,659286,2500.0,692250,626322,24353.0,"572,600",317026,2017,1923,7826,1344,3,1.0,0.4432613463656137,Alhambra
210,20683598,301 Orange Grove Ave, Alhambra CA 91803,34.0899915,-118.1552663,0,937516,3600.0,993767,890640,26447.0,"572,600",416639,2017,1942,9602,2713,3,3.0,0.3385158226632932,Alhambra
211,20712555,1416 Front St, Alhambra CA 91803,34.08211536,-118.1389751,0,714965,3000.0,750713,679217,8399.0,"572,600",482661,2017,1990,3049,2101,3,3.0,0.1409691383494297,Alhambra
212,20661425,415 E Hellman Ave, Alhambra CA 91801,34.07017976,-118.11750420000001,0,770461,2750.0,808984,731938,18900.0,"572,600",479514,2017,1946,8134,1875,4,3.0,0.2943692153139484,Alhambra
213,20713235,3009 Midwick Dr, Alhambra CA 91803,34.07148559,-118.15831429999999,0,714816,2700.0,750557,679075,6539.0,"572,600",239406,2017,1940,7800,1462,2,2.0,0.10977370400214881,Alhambra
214,20716789,1412 S Olive Ave, Alhambra CA 91803,34.07661822,-118.1353507,0,777576,2500.0,816455,738697,28718.0,"572,600",429253,2017,1937,6820,1814,2,2.0,0.44319269113244236,Alhambra
215,20711377,1105 Geranio Dr, Alhambra CA 91801,34.08278392,-118.1097723,0,624291,2500.0,655506,593076,21357.0,"572,600",447994,2017,1948,6006,1408,3,2.0,0.4105200939946275,Alhambra
216,20707428,319 N Palm Ave, Alhambra CA 91801,34.09585621,-118.14664579999999,0,638839,2500.0,677169,600509,53986.0,"572,600",434931,2017,1925,4051,1327,2,2.0,1.014077099237836,Alhambra
217,121231226,1681 Acacia St, Alhambra CA 91801,34.08985187,-118.14127759999998,0,713584,3300.0,749263,677905,7997.0,"572,600",659095,2017,2014,27180,1670,3,3.0,0.13448171483665552,Alhambra
218,21233946,817 Cherry Ave, Long Beach CA 90813,33.77754728,-118.167895,0,1065030,2350.0,1139582,979828,115180.0,"315,000",650328,2017,1923,6486,3390,8,5.0,1.2977662601053492,Long Beach
219,21226395,2900 E 7th St, Long Beach CA 90804,33.77503406,-118.1578571,0,866350,3000.0,918331,814369,37230.0,"534,700",609730,2017,1908,7251,2072,5,2.0,0.5156807294973164,Long Beach
220,21226329,625 Coronado Ave, Long Beach CA 90814,33.77409623,-118.15382009999999,0,1040267,2300.0,1102683,936240,17570.0,"534,700",390751,2017,1911,6751,2696,6,4.0,0.20267873536313274,Long Beach
221,21194495,2435 Pine Ave, Long Beach CA 90806,33.80151938,-118.19275230000001,0,532704,2500.0,559339,506069,-5608.0,"474,200",290466,2017,1938,4991,1356,2,1.0,-0.1263290683005947,Long Beach
222,2146964408,646 Nebraska Ave, Long Beach CA 90802,33.77509662,-118.17323329999999,0,349983,2295.0,370982,293986,4322.0,"315,000",239000,2017,1986,6743,892,2,2.0,0.14819005494552592,Long Beach
223,21285056,2543 Fashion Ave, Long Beach CA 90812,33.80377356,-118.2090476,0,505077,2600.0,530331,479823,12768.0,"393,800",206354,2017,1929,5228,1725,4,2.0,0.3033517661663469,Long Beach
224,21148805,E Rd, Long Beach CA 90810,33.79723997,-118.2257628,0,484625,2600.0,508856,460394,-14796.0,"391,700",445000,2017,1942,5200,1246,2,2.0,-0.3663698736136188,Long Beach
225,21230235,3401 E First St, Long Beach CA 90803,33.76254779999999,-118.1520125,0,650295,2700.0,682810,617780,950.0,"725,800",402269,2017,1966,5516,1459,2,2.0,0.017530505386017116,Long Beach
226,21192471,2371 Magnolia Ave, Long Beach CA 90806,33.79997385,-118.1985587,0,740869,2200.0,777912,703826,29326.0,"474,200",407311,2017,1941,7119,2712,4,3.0,0.47499895393112684,Long Beach
227,21235386,422 E 14th St, Long Beach CA 90813,33.78347883,-118.1873642,0,622363,2450.0,653481,591245,1810.0,"397,200",198631,2017,1914,2252,2298,4,2.0,0.03489924690253116,Long Beach
228,21284962,2534 Adriatic Ave, Long Beach CA 90810,33.80325655,-118.21430420000002,0,523813,2150.0,550004,497622,17219.0,"393,800",189760,2017,1960,5097,1806,5,2.0,0.3944690185237862,Long Beach
229,21192935,1936 Maine Ave, Long Beach CA 90806,33.79249903,-118.2001979,0,531982,2400.0,558581,505383,11582.0,"474,200",362443,2017,1937,6969,1164,3,1.0,0.26125695982194885,Long Beach
230,21248206,1810 W Wilma Pl, Long Beach CA 90810,33.80478921,-118.2171837,0,514860,2500.0,540603,489117,27123.0,"393,800",330381,2017,1942,6601,1498,2,2.0,0.6321640834401585,Long Beach
231,21229342,1 Junipero Ave, Long Beach CA 90803,33.76348236,-118.1667232,0,488919,2500.0,513365,464473,6074.0,"481,600",450000,2017,1967,13271,1208,2,2.0,0.14907990894197198,Long Beach
232,2128664093,500 Orange Ave, Long Beach CA 90802,33.77271151,-118.17632379999999,0,486709,2495.0,671658,369899,8442.0,"315,000",407311,2017,1941,7119,575,1,1.0,0.20814079871134497,Long Beach
233,21237255,855 Lime Ave, Long Beach CA 90813,33.77752879999999,-118.18383970000001,0,510957,2500.0,536505,485409,20020.0,"288,800",86434,2017,1918,5002,1550,3,2.0,0.4701765510600696,Long Beach
234,21195445,2680 Cedar Ave, Long Beach CA 90806,33.80596193,-118.1944365,0,547232,2600.0,574594,519870,-262.0,"474,200",375030,2017,1941,6000,1266,2,1.5,-0.005745278053914976,Long Beach
235,21225816,265 Loma Ave, Long Beach CA 90803,33.76739101,-118.15071709999998,0,1449250,2300.0,1521712,1376788,24260.0,"725,800",515998,2017,1976,6075,3100,6,5.0,0.20087631533551836,Long Beach
236,21225251,374 Redondo Ave, Long Beach CA 90814,33.77089428,-118.15218300000001,0,1361631,2600.0,1470561,1293549,-8164.0,"725,800",116355,2017,1935,12501,3234,8,3.0,-0.07194900821147579,Long Beach
237,21228852,508 Cherry Ave, Long Beach CA 90802,33.77369902,-118.1671902,0,670192,2350.0,703702,636682,10560.0,"534,700",144664,2017,1912,5190,976,2,1.0,0.1890801441974837,Long Beach
238,21226468,3211 E Wilton St, Long Beach CA 90804,33.78786468,-118.15418559999999,0,1152661,2250.0,1279454,1048922,-21733.0,"334,100",649354,2017,1966,6751,4191,9,5.0,-0.22625559466313167,Long Beach
239,21230492,2625 E Ocean Blvd, Long Beach CA 90803,33.76328126,-118.1617129,0,3200442,5800.0,3584495,2976411,-58633.0,"512,800",2582243,2017,1930,10999,7100,6,6.0,-0.21984338413256668,Long Beach
240,21192620,1925 San Francisco Ave, Long Beach CA 90806,33.79222214,-118.2037033,0,552561,2700.0,580189,524933,10126.0,"474,200",184848,2017,1947,6359,1700,5,3.0,0.21990694240092948,Long Beach
241,21233150,437 Zona Ct, Long Beach CA 90802,33.77247029,-118.180723,0,501660,2400.0,526743,456511,4902.0,"315,000",72602,2017,1919,3765,1236,3,2.0,0.11725870111230714,Long Beach
242,21225633,2844 E 3rd St, Long Beach CA 90814,33.76788108,-118.1578999,0,358388,2095.0,376307,340469,4685.0,"481,600",304470,2017,1972,15000,808,1,1.0,0.15686909159904908,Long Beach
243,21229342,1 Junipero Ave, Long Beach CA 90803,33.76289206,-118.1649821,0,488919,2500.0,513365,464473,6074.0,"481,600",450000,2017,1967,13271,1208,2,2.0,0.14907990894197198,Long Beach
244,2130922456,1626 Obispo Ave, Long Beach CA 90804,33.7871623,-118.15412479999999,0,341515,2200.0,375666,297118,7177.0,"334,100",150432,2017,1925,6098,900,2,1.0,0.25218218819085547,Long Beach
245,21195087,3041 Cedar Ave, Long Beach CA 90806,33.81250518,-118.194951,0,509191,2526.0,534651,483731,6127.0,"474,200",422636,2017,1917,5401,1129,3,1.0,0.14439375401371982,Long Beach
246,21196843,930 E Dayman St, Long Beach CA 90806,33.79055636,-118.18104029999999,0,442894,2300.0,465039,420749,982.0,"397,200",293904,2017,1915,5837,1068,3,2.0,0.026606817884188994,Long Beach
247,21226851,3116 E 15th St, Long Beach CA 90804,33.78590551,-118.1551977,0,778829,2800.0,817770,739888,8637.0,"334,100",673776,2017,1921,6534,2464,7,0.5,0.13307670875121497,Long Beach
248,21197028,2014 Lewis Ave, Long Beach CA 90806,33.79387971,-118.1791584,0,696146,2100.0,751838,640454,-2643.0,"397,200",600363,2017,1912,6516,2783,8,4.0,-0.0455594085148805,Long Beach
249,21235696,718 N Loma Vista Dr, Long Beach CA 90813,33.7759835,-118.20138859999999,0,641030,2250.0,673081,608979,15241.0,"322,000",331169,2017,1919,7992,1990,5,3.0,0.2853095798948567,Long Beach
250,21197277,1341 E Wesley Dr, Long Beach CA 90806,33.79498783,-118.1741893,0,424334,2350.0,445551,403117,-292.0,"397,200",209954,2017,1919,6590,784,2,1.0,-0.008257646099534801,Long Beach
251,21196925,1084 E 19th St, Long Beach CA 90806,33.79108359,-118.17891329999999,0,686507,2300.0,720832,652182,823.0,"397,200",79782,2017,1962,2494,2100,4,4.0,0.014385869335636781,Long Beach
252,21195113,3027 Pacific Avenue, Long Beach CA 90806,33.81219035,-118.1939352,0,497602,2400.0,522482,472722,11137.0,"474,200",155733,2017,1952,4557,980,3,2.0,0.2685760909321104,Long Beach
253,21191866,2756 Maine Ave, Long Beach CA 90806,33.80729511,-118.200048,0,692845,2800.0,727487,658203,10369.0,"474,200",339651,2017,1938,4915,2448,4,3.0,0.17958995157647092,Long Beach
254,21225119,372 Temple Ave, Long Beach CA 90814,33.77147469,-118.15893729999999,0,777760,2845.0,816648,738872,18066.0,"481,600",562989,2017,1940,6747,1300,3,2.0,0.2787389426044024,Long Beach
255,21226074,2828 E 10th St, Long Beach CA 90804,33.77875471,-118.1582457,0,507826,2400.0,533217,482435,1100.0,"534,700",183183,2017,1908,2800,1150,2,2.0,0.025993155135814235,Long Beach
256,21236612,628 Daisy Ave, Long Beach CA 90802,33.77514179999999,-118.1992004,0,316060,1975.0,331863,300257,4213.0,"303,200",132106,2017,1984,915,827,2,1.0,0.15995697019553248,Long Beach
257,21196040,2143 Pasadena Ave, Long Beach CA 90806,33.79610736,-118.18741899999999,0,460996,2400.0,484046,437946,-1786.0,"397,200",251971,2017,1907,7405,1162,3,2.0,-0.04649064200123212,Long Beach
258,21231891,1139 E Ocean Blvd, Long Beach CA 90802,33.76592438,-118.1780459,0,413853,2400.0,434546,393160,-4971.0,"523,600",310673,2017,1959,435,1104,2,2.0,-0.14413813600481332,Long Beach
259,21229342,1 Junipero Ave, Long Beach CA 90803,33.75926082,-118.16441950000001,0,488919,2500.0,513365,464473,6074.0,"481,600",450000,2017,1967,13271,1208,2,2.0,0.14907990894197198,Long Beach
260,21228451,1099 St Louis Ave, Long Beach CA 90804,33.78059295,-118.1669925,0,360189,1995.0,378198,342180,-10974.0,"352,900",330000,2017,1922,1632,700,1,1.0,-0.36560805577072036,Long Beach
261,21285437,2370 Fashion Ave, Long Beach CA 90810,33.80025647,-118.20872250000001,0,440881,2250.0,462925,418837,2113.0,"393,800",99089,2017,1942,5119,1098,3,1.0,0.05751211778234943,Long Beach
262,21192636,1935a Golden Ave, Long Beach CA 90806,33.79262481,-118.2024434,0,554975,2300.0,582724,527226,9272.0,"474,200",168300,2017,1931,6591,1156,2,2.0,0.20048470651831163,Long Beach
263,21191988,2676 San Francisco Ave, Long Beach CA 90806,33.80577447,-118.2033368,0,573616,2650.0,602297,544935,2838.0,"474,200",189701,2017,1941,6519,1578,3,2.0,0.05937072884996234,Long Beach
264,21229342,1 Junipero Ave, Long Beach CA 90803,33.75602098,-118.17166270000001,0,488919,2500.0,513365,464473,6074.0,"481,600",450000,2017,1967,13271,1208,2,2.0,0.14907990894197198,Long Beach
265,111372468,905 Atlantic Ave, Long Beach CA 90813,33.77804376,-118.1852257,0,315035,1800.0,333937,299283,4491.0,"288,800",238263,2017,1958,22564,730,2,1.0,0.1710667068738394,Long Beach
